"Human Gene" "Gene"
"14692" NA "Gm20683"
"14693" "RHOT2" "Rhot2"
"14694" "MNS1" "Mns1"
"14695" "FXYD3" "Fxyd3"
"14696" "PEX11B" "Pex11b"
"14697" "HTRA2" "Htra2"
"14698" "CCNC" "Ccnc"
"14699" "CFAP73" "Cfap73"
"14700" NA "1700031M16Rik"
"14701" "RFC1" "Rfc1"
"14702" "DRG1" "Drg1"
"14703" "ZNF77" "BC025920"
"14704" "SIRT6" "Sirt6"
"14705" NA "Gm5105"
"14706" "DDX20" "Ddx20"
"14707" "RGS20" "Rgs20"
"14708" "LALBA" "Lalba"
"14709" "DBX1" "Dbx1"
"14710" "CTNNB1" "Ctnnb1"
"14711" "KANSL2" "Kansl2"
"14712" "UQCRC2" "Uqcrc2"
"14713" "TANC2" "Tanc2"
"14714" "DQX1" "Dqx1"
"14715" "ANKRD24" "Ankrd24"
"14716" "RAP1A" "Rap1a"
"14717" "POU3F3" "Pou3f3"
"14718" "TLX2" "Tlx2"
"14719" "WDR90" "Wdr90"
"14720" "PCGF1" "Pcgf1"
"14721" "LHX9" "Lhx9"
"14722" "HTATIP2" "Htatip2"
"14723" "ADORA3" "Adora3"
"14724" "TMIGD3" "Tmigd3"
"14725" "GGNBP2" "Ggnbp2"
"14726" "UNC13B" "Unc13b"
"14727" "CCDC142" "Ccdc142"
"14728" NA "Gm10778"
"14729" "CCNT1" "Ccnt1"
"14730" "MREG" "Mreg"
"14731" NA "Zfp433"
"14732" "C1orf162" "I830077J02Rik"
"14733" "PDZD9" "Pdzd9"
"14734" NA "Gm3055"
"14735" "C1orf53" "2310009B15Rik"
"14736" NA "Gm4767"
"14737" "MRPL53" "Mrpl53"
"14738" "MOGS" "Mogs"
"14739" "SERPINB8" "Serpinb8"
"14740" NA "Zfp781"
"14741" "WBP1" "Wbp1"
"14742" "POC1B" "Poc1b"
"14743" "ADCY6" "Adcy6"
"14744" "PRMT3" "Prmt3"
"14745" "MRPS9" "Mrps9"
"14746" "ZNF804A" "Zfp804a"
"14747" NA "Gm10376"
"14748" "WDR77" "Wdr77"
"14749" "INO80B" "Ino80b"
"14750" "PNPLA7" "Pnpla7"
"14751" "RTKN" "Rtkn"
"14752" "PECR" "Pecr"
"14753" "TEX9" "Tex9"
"14754" "DIAPH3" "Diaph3"
"14755" "GALNT4" "Galnt4"
"14756" NA "Phxr2"
"14757" "GRM1" "Grm1"
"14758" "GPR45" "Gpr45"
"14759" "TMEM169" "Tmem169"
"14760" "HPN" "Hpn"
"14761" "OVGP1" "Ovgp1"
"14762" "XRCC5" "Xrcc5"
"14763" "WDR54" "Wdr54"
"14764" "ATP6V1H" "Atp6v1h"
"14765" "METTL26" "Mettl26"
"14766" "OPRM1" "Oprm1"
"14767" "KLB" "Klb"
"14768" "C2orf81" "1700003E16Rik"
"14769" "PIGW" "Pigw"
"14770" "CHIA" "Chil5"
"14771" "PRKG2" "Prkg2"
"14772" "WFIKKN1" "Wfikkn1"
"14773" "FAM114A2" "Fam114a2"
"14774" "DCTN1" "Dctn1"
"14775" "PIGQ" "Pigq"
"14776" "CHRNB2" "Chrnb2"
"14777" "TNKS" "Tnks"
"14778" "SAMD8" "Samd8"
"14779" "SCN1B" "Scn1b"
"14780" "UBE2Q1" "Ube2q1"
"14781" "SLC6A5" "Slc6a5"
"14782" "VDAC2" "Vdac2"
"14783" "TGFBRAP1" "Tgfbrap1"
"14784" "RASAL1" "Rasal1"
"14785" "MFAP3" "Mfap3"
"14786" "SHE" "She"
"14787" "IL6R" "Il6ra"
"14788" "MYO19" "Myo19"
"14789" NA "Zfp868"
"14790" "ATP8B2" "Atp8b2"
"14791" "DTX1" "Dtx1"
"14792" "ULK4" "Ulk4"
"14793" "C2orf49" "AI597479"
"14794" NA "Zfp869"
"14795" "SLAMF7" "Slamf7"
"14796" "NHLRC4" "Nhlrc4"
"14797" NA "Zfp963"
"14798" "COMTD1" "Comtd1"
"14799" NA "Gm20422"
"14800" NA "Zfp866"
"14801" NA "D630044L22Rik"
"14802" "ATP13A1" "Atp13a1"
"14803" "CAPN15" "Capn15"
"14804" NA "Rpl9"
"14805" "MMP9" "Mmp9"
"14806" "VWA3A" "Vwa3a"
"14807" "RNASE3" "Rnase2a"
"14808" "RNASE2" "Rnase2a"
"14809" "OPRK1" "Oprk1"
"14810" "ZNHIT3" "Znhit3"
"14811" NA "Gm7247"
"14812" NA "Gm17079"
"14813" NA "Gm5800"
"14814" "ANG" "Ang4"
"14815" "GALNT10" "Galnt10"
"14816" "NPBWR1" "Npbwr1"
"14817" "FHL2" "Fhl2"
"14818" NA "AY358078"
"14819" "NDFIP2" "Ndfip2"
"14820" "FSIP2" "Fsip2"
"14821" "LIAS" "Lias"
"14822" NA "Atp8b5"
"14823" NA "Zfp964"
"14824" "CD48" "Cd48"
"14825" "ZC3H15" "Zc3h15"
"14826" "IER3" "Ier3"
"14827" "FLOT1" "Flot1"
"14828" "DENND1B" "Dennd1b"
"14829" "UGDH" "Ugdh"
"14830" "COMMD6" "Commd6"
"14831" "SAP30L" "Sap30l"
"14832" "UCHL3" "Uchl3"
"14833" "HAND1" "Hand1"
"14834" "LARP1" "Larp1"
"14835" "HAX1" "Hax1"
"14836" NA "Gm9922"
"14837" "ITGAV" "Itgav"
"14838" "LMO7" "Lmo7"
"14839" NA "Gm43552"
"14840" "TCERG1L" "Tcerg1l"
"14841" "SLC4A5" "Slc4a5"
"14842" "NEDD4" "Nedd4"
"14843" "DUSP4" "Dusp4"
"14844" "CYP4F3" "Cyp4f18"
"14845" "RUSC2" "Rusc2"
"14846" "EIF5AL1" "Eif5a"
"14847" "EIF5A" "Eif5a"
"14848" "UBAP2L" "Ubap2l"
"14849" "NELL1" "Nell1"
"14850" "TPM4" "Tpm4"
"14851" "MTHFD2" "Mthfd2"
"14852" "RAB8A" "Rab8a"
"14853" "MOB1A" "Mob1a"
"14854" "NCK2" "Nck2"
"14855" "FAM171B" "Fam171b"
"14856" "HSH2D" "Hsh2d"
"14857" "CIB3" "Cib3"
"14858" "IDH3G" "4933405O20Rik"
"14859" "MAPK1IP1L" "Mapk1ip1"
"14860" "ZSWIM2" "Zswim2"
"14861" "TUBB" "Tubb5"
"14862" "BOLA3" "Bola3"
"14863" "FAM32A" "Fam32a"
"14864" "TRAK1" "Trak1"
"14865" "SLAMF1" "Slamf1"
"14866" "AP1M1" "Ap1m1"
"14867" "PPP2R2D" "Ppp2r2d"
"14868" "MDC1" "Mdc1"
"14869" "HOXA4" "Hoxa4"
"14870" "HOXA5" "Hoxa5"
"14871" "SMIM14" "Smim14"
"14872" "SLC12A5" "Slc12a5"
"14873" "HOXA6" "Hoxa6"
"14874" "HOXA7" "Hoxa7"
"14875" "SMARCAL1" "Smarcal1"
"14876" "HOXA9" "Hoxa9"
"14877" "NRM" "Nrm"
"14878" "GRAMD1A" "Gramd1a"
"14879" "IPCEF1" "Ipcef1"
"14880" "KLF2" "Klf2"
"14881" "CALR3" "Calr3"
"14882" "PPP1R18" "Ppp1r18"
"14883" "HOXA10" "Hoxa10"
"14884" "HOXA11" "Hoxa11"
"14885" NA "Gm10032"
"14886" "OAS1" "Oas1f"
"14887" "DPYSL2" "Dpysl2"
"14888" "TESK1" "Tesk1"
"14889" "DHX16" "Dhx16"
"14890" "C19orf44" "1700030K09Rik"
"14891" "OAS1" "Oas1h"
"14892" "SFTPB" "Sftpb"
"14893" "OAS1" "Oas1g"
"14894" NA "Gm5464"
"14895" "CHERP" "Cherp"
"14896" "PNMA2" "Pnma2"
"14897" "USP39" "Usp39"
"14898" "CD72" "Cd72"
"14899" "BNIP3L" "Bnip3l"
"14900" "UBE2K" "Ube2k"
"14901" "GZMM" "Gzmm"
"14902" "C2orf68" "0610030E20Rik"
"14903" "BSG" "Bsg"
"14904" "TMEM150A" "Tmem150a"
"14905" "PPP2R2A" "Ppp2r2a"
"14906" "CRB1" "Crb1"
"14907" "CNOT8" "Cnot8"
"14908" "C6orf136" "2310061I04Rik"
"14909" NA "Rnf181"
"14910" "EIF4ENIF1" "Eif4enif1"
"14911" "CCK" "Cck"
"14912" "OAS1" "Oas1a"
"14913" "SLC35E1" "Slc35e1"
"14914" "POLRMT" "Polrmt"
"14915" "LYZL4" "Lyzl4"
"14916" "ATAT1" "Atat1"
"14917" "OAS1" "Oas1d"
"14918" "RB1CC1" "Rb1cc1"
"14919" "MED26" "Med26"
"14920" "SMIM7" "Smim7"
"14921" "VAMP5" "Vamp5"
"14922" "PDS5A" "Pds5a"
"14923" "SIT1" "Sit1"
"14924" "NCOA5" "Ncoa5"
"14925" "VAMP8" "Vamp8"
"14926" "VIPR1" "Vipr1"
"14927" "TMEM38A" "Tmem38a"
"14928" "GGCX" "Ggcx"
"14929" "CCDC107" "Ccdc107"
"14930" "EEF2K" "Eef2k"
"14931" "SEC22C" "Sec22c"
"14932" "MAT2A" "Mat2a"
"14933" "ARHGEF39" "Arhgef39"
"14934" "ZC3H8" "Zc3h8"
"14935" "POMK" "Pomk"
"14936" NA "Gm10762"
"14937" "ZC3H6" "Zc3h6"
"14938" "FNTA" "Fnta"
"14939" "HOXA1" "Hoxa1"
"14940" "RPH3A" "Rph3a"
"14941" "NKTR" "Nktr"
"14942" "HOXA2" "Hoxa2"
"14943" "CD40" "Cd40"
"14944" "HOXA3" "Hoxa3"
"14945" "C1orf43" "4933434E20Rik"
"14946" "FGF22" "Fgf22"
"14947" "CA9" "Car9"
"14948" "HOOK3" "Hook3"
"14949" "RNF126" "Rnf126"
"14950" "ZBTB41" "Zbtb41"
"14951" "EVX1" "Evx1"
"14952" "FSTL3" "Fstl3"
"14953" "PRSS57" "Prss57"
"14954" "SAMD9L" "Samd9l"
"14955" "MRPS18B" "Mrps18b"
"14956" "HEPACAM2" "Hepacam2"
"14957" "ANKAR" "Ankar"
"14958" "PALM" "Palm"
"14959" "HNRNPD" "Hnrnpd"
"14960" "TPM2" "Tpm2"
"14961" "VPS50" "Vps50"
"14962" "RNF170" "Rnf170"
"14963" "YBX2" "Ybx2"
"14964" "ANO5" "Ano5"
"14965" "KLHL40" "Klhl40"
"14966" "PPP1R10" "Ppp1r10"
"14967" "TPM3" "Tpm3"
"14968" "UNC13C" "Unc13c"
"14969" NA "1700025C18Rik"
"14970" "TTL" "Ttl"
"14971" "PATZ1" "Patz1"
"14972" "MISP" "Misp"
"14973" NA "Rpl37a"
"14974" "TLN1" "Tln1"
"14975" "CDH22" "Cdh22"
"14976" "IGFBP2" "Igfbp2"
"14977" "ABCA7" "Abca7"
"14978" "IGFBP5" "Igfbp5"
"14979" "HHATL" "Hhatl"
"14980" "TNP1" "Tnp1"
"14981" "POLR1B" "Polr1b"
"14982" "ABCF1" "Abcf1"
"14983" NA "Scgb2b2"
"14984" "SLC2A4" "Slc2a4"
"14985" NA "Scgb1b2"
"14986" "ASPM" "Aspm"
"14987" "NUP210L" "Nup210l"
"14988" NA "Scgb2b3"
"14989" "SLC17A6" "Slc17a6"
"14990" "HNRNPDL" "Hnrnpdl"
"14991" "CHCHD5" "Chchd5"
"14992" "WDR72" "Wdr72"
"14993" "THAP1" "Thap1"
"14994" NA "Scgb1b3"
"14995" "FANCF" "Fancf"
"14996" "HGSNAT" "Hgsnat"
"14997" "CD44" "Cd44"
"14998" "CLDN7" "Cldn7"
"14999" NA "Scgb2b7"
"15000" "PRR3" "Prr3"
"15001" NA "Scgb1b7"
"15002" "CCDC13" "Ccdc13"
"15003" NA "Rps27"
"15004" "PTPN11" "Ptpn11"
"15005" "RAB13" "Rab13"
"15006" "GAS2" "Gas2"
"15007" "GEMIN5" "Gemin5"
"15008" "GNL1" "Gnl1"
"15009" "JTB" "Jtb"
"15010" "F13B" "F13b"
"15011" "GBA2" "Gba2"
"15012" "ONECUT1" "Onecut1"
"15013" "CREB3L4" "Creb3l4"
"15014" "HIGD1A" "Higd1a"
"15015" "GAN" "Gan"
"15016" "CFHR1" "Cfhr1"
"15017" "CFHR2" "Cfhr1"
"15018" "HLA-E" "H2-T24"
"15019" "SVIP" "Svip"
"15020" "CALCR" "Calcr"
"15021" NA "H2-T23"
"15022" "ADGRL1" "Adgrl1"
"15023" NA "Scgb1b10"
"15024" "ACKR2" "Ackr2"
"15025" "SLC39A1" "Slc39a1"
"15026" "CRTC2" "Crtc2"
"15027" NA "Scgb2b11"
"15028" "SLC5A6" "Slc5a6"
"15029" NA "Scgb1b11"
"15030" "CYP8B1" "Cyp8b1"
"15031" NA "1700048O20Rik"
"15032" NA "Scgb2b12"
"15033" NA "H2-T22"
"15034" NA "Scgb1b12"
"15035" "MSMP" "Msmp"
"15036" NA "Scgb1b29"
"15037" "NPR2" "Npr2"
"15038" "LUZP2" "Luzp2"
"15039" NA "Cfhr2"
"15040" "TFPI2" "Tfpi2"
"15041" "MRPL22" "Mrpl22"
"15042" "POMGNT2" "Pomgnt2"
"15043" "GNGT1" "Gngt1"
"15044" "PIK3IP1" "Pik3ip1"
"15045" "GNG11" "Gng11"
"15046" NA "Cfh"
"15047" NA "Scgb2b15"
"15048" NA "Bet1"
"15049" NA "Scgb1b15"
"15050" "DENND4B" "Dennd4b"
"15051" "SNRK" "Snrk"
"15052" NA "Gm6034"
"15053" NA "Scgb2b17"
"15054" "RPP21" "Rpp21"
"15055" NA "Scgb1b17"
"15056" "CD33" "Siglech"
"15057" "SIGLEC6" "Siglech"
"15058" "CASD1" "Casd1"
"15059" "TRIM39" "Trim39"
"15060" "IRGM" "Igtp"
"15061" "IRGM" "Irgm2"
"15062" NA "4930438A08Rik"
"15063" "ENOPH1" "Enoph1"
"15064" NA "Scgb2b18"
"15065" NA "Scgb1b18"
"15066" "ZNF692" "Zfp692"
"15067" "POLR3E" "Polr3e"
"15068" NA "H2-M10.2"
"15069" "ANO10" "Ano10"
"15070" NA "H2-M10.1"
"15071" "SPAG8" "Spag8"
"15072" "ZNF414" "Zfp414"
"15073" "SGCE" "Sgce"
"15074" "POLR2E" "Polr2e"
"15075" "ELP5" "Elp5"
"15076" "RPL6" "Rpl6"
"15077" "HINT2" "Hint2"
"15078" NA "Gm10644"
"15079" "FAM221B" "Fam221b"
"15080" "TMEM150C" "Tmem150c"
"15081" "GPX4" "Gpx4"
"15082" "ASF1B" "Asf1b"
"15083" "KCNT2" "Kcnt2"
"15084" "PRAM1" "Pram1"
"15085" NA "Samd1"
"15086" "TMEM8B" "Tmem8b"
"15087" NA "1700006A11Rik"
"15088" "C19orf67" "1700067K01Rik"
"15089" "ZNF672" "Zfp672"
"15090" "HNRNPM" "Hnrnpm"
"15091" "ATRAID" "Atraid"
"15092" NA "1700003H04Rik"
"15093" "CTDNEP1" "Ctdnep1"
"15094" "PALM3" "Palm3"
"15095" "IL27RA" "Il27ra"
"15096" "DNAJC5B" "Dnajc5b"
"15097" "SBNO2" "Sbno2"
"15098" "ST18" "St18"
"15099" "SH3BP5L" "Sh3bp5l"
"15100" "HRCT1" "Hrct1"
"15101" "ABHD5" "Abhd5"
"15102" NA "1700064H15Rik"
"15103" "RLN3" "Rln3"
"15104" "GABARAP" "Gabarap"
"15105" "CRH" "Crh"
"15106" "RECK" "Reck"
"15107" NA "Gm10643"
"15108" "RFX1" "Rfx1"
"15109" "CNN3" "Cnn3"
"15110" "RBM47" "Rbm47"
"15111" "LYPD8" "Lypd8"
"15112" NA "Scgb2b19"
"15113" NA "Scgb1b19"
"15114" "PPP1R9A" "Ppp1r9a"
"15115" NA "1810065E05Rik"
"15116" NA "Scgb2b20"
"15117" NA "Gm12253"
"15118" NA "Scgb1b20"
"15119" "CDR2" "Cdr2"
"15120" "DCAF15" "Dcaf15"
"15121" NA "Bcl2l10"
"15122" "SLC44A3" "Slc44a3"
"15123" "MAPK6" "Mapk6"
"15124" NA "Scgb2b21"
"15125" "PHF23" "Phf23"
"15126" "GLIPR2" "Glipr2"
"15127" "INPP5A" "Inpp5a"
"15128" "LEO1" "Leo1"
"15129" "CCIN" "Ccin"
"15130" "CLTA" "Clta"
"15131" NA "4930432M17Rik"
"15132" "PODNL1" "Podnl1"
"15133" "F3" "F3"
"15134" "TMOD3" "Tmod3"
"15135" "CC2D1A" "Cc2d1a"
"15136" "STK11" "Stk11"
"15137" "ABCD3" "Abcd3"
"15138" "LIMK2" "Limk2"
"15139" "PON1" "Pon1"
"15140" "TMOD2" "Tmod2"
"15141" "PON3" "Pon3"
"15142" NA "Mfsd13b"
"15143" "SLC20A1" "Slc20a1"
"15144" "RAB11B" "Rab11b"
"15145" "NKX6-2" "Nkx6-2"
"15146" "PON2" "Pon2"
"15147" "GNE" "Gne"
"15148" NA "Scgb2b24"
"15149" NA "Scgb1b24"
"15150" "TRAFD1" "Trafd1"
"15151" "ASB4" "Asb4"
"15152" "METTL9" "Mettl9"
"15153" "PDK4" "Pdk4"
"15154" "PDHX" "Pdhx"
"15155" "DYNC1I1" "Dync1i1"
"15156" NA "Scgb2b26"
"15157" "LYSMD2" "Lysmd2"
"15158" "ARHGAP29" "Arhgap29"
"15159" NA "Scgb2b27"
"15160" "ANGPTL4" "Angptl4"
"15161" "ZDHHC3" "Zdhhc3"
"15162" "IGSF6" "Igsf6"
"15163" "NANOS3" "Nanos3"
"15164" "MIDN" "Midn"
"15165" "APIP" "Apip"
"15166" NA "Scgb1b27"
"15167" "PRKACA" "Prkaca"
"15168" NA "Scgb1b30"
"15169" "CKAP2L" "Ckap2l"
"15170" "KANK3" "Kank3"
"15171" "WTIP" "Wtip"
"15172" "NAA25" "Naa25"
"15173" "IL1A" "Il1a"
"15174" "PGBD5" "Pgbd5"
"15175" "IL1B" "Il1b"
"15176" "CFAP46" "Cfap46"
"15177" "EXOSC7" "Exosc7"
"15178" "CIRBP" "Cirbp"
"15179" "RNF38" "Rnf38"
"15180" "CAPN9" "Capn9"
"15181" NA "F830045P16Rik"
"15182" "RPS28" "Rps28"
"15183" "BCAS3" "Bcas3"
"15184" "SLC35C2" "Slc35c2"
"15185" "SCG3" "Scg3"
"15186" "C1orf198" "2310022B05Rik"
"15187" "EFNA2" "Efna2"
"15188" "NDUFA7" "Ndufa7"
"15189" "LIG4" "Lig4"
"15190" "ATP1A4" "Atp1a4"
"15191" "ABHD13" "Abhd13"
"15192" "ASH1L" "Ash1l"
"15193" "TNFSF13B" "Tnfsf13b"
"15194" "DCBLD1" "Dcbld1"
"15195" "CD320" "Cd320"
"15196" "ITGB1" "Itgb1"
"15197" "CDC73" "Cdc73"
"15198" "GOPC" "Gopc"
"15199" "CLEC3B" "Clec3b"
"15200" "TUBGCP5" "Tubgcp5"
"15201" NA "Ccdc7a"
"15202" "CDCP1" "Cdcp1"
"15203" "RUSC1" "Rusc1"
"15204" "CAD" "Cad"
"15205" "B3GALT2" "B3galt2"
"15206" "BMP5" "Bmp5"
"15207" "TCP10L" "Tcp10c"
"15208" "IGSF8" "Igsf8"
"15209" NA "Nepn"
"15210" "MELK" "Melk"
"15211" "TMEM158" "Tmem158"
"15212" "SDHAF3" "Sdhaf3"
"15213" "LARS2" "Lars2"
"15214" "NUS1" "Nus1"
"15215" NA "Ccdc7b"
"15216" "TAC1" "Tac1"
"15217" "RANBP2" "Ranbp2"
"15218" NA "Glrx2"
"15219" NA "Tcte2"
"15220" "ASNS" "Asns"
"15221" "PAX5" "Pax5"
"15222" "NSMF" "Nsmf"
"15223" "FDPS" "Fdps"
"15224" "CCDC138" "Ccdc138"
"15225" "IER2" "Ier2"
"15226" "NACC1" "Nacc1"
"15227" "C1GALT1" "C1galt1"
"15228" "EDAR" "Edar"
"15229" "FYCO1" "Fyco1"
"15230" "MIOS" "Mios"
"15231" "TRMT1" "Trmt1"
"15232" "ATP1A2" "Atp1a2"
"15233" "RPA3" "Rpa3"
"15234" "OTOA" "Otoa"
"15235" NA "BB019430"
"15236" "UMAD1" "Umad1"
"15237" "PKLR" "Pklr"
"15238" NA "Gm45062"
"15239" "DVL2" "Dvl2"
"15240" "HBS1L" "Hbs1l"
"15241" "XCR1" "Xcr1"
"15242" "GLCCI1" "Glcci1"
"15243" "CCR1" "Ccr1"
"15244" "CCR1" "Ccr1l1"
"15245" "CCR3" "Ccr3"
"15246" "CCR2" "Ccr2"
"15247" "CCR5" "Ccr5"
"15248" "ZCCHC7" "Zcchc7"
"15249" "HCN3" "Hcn3"
"15250" NA "2010315B03Rik"
"15251" "ICA1" "Ica1"
"15252" "TCAIM" "Tcaim"
"15253" "CLK2" "Clk2"
"15254" "HS3ST2" "Hs3st2"
"15255" "KCNJ9" "Kcnj9"
"15256" "GRHPR" "Grhpr"
"15257" "KCNJ10" "Kcnj10"
"15258" "ZNF445" "Zfp445"
"15259" "UBA2" "Uba2"
"15260" "PIGM" "Pigm"
"15261" "SLAMF9" "Slamf9"
"15262" "UCHL5" "Uchl5"
"15263" "ERN1" "Ern1"
"15264" "ZKSCAN7" "Zkscan7"
"15265" "SLC30A3" "Slc30a3"
"15266" "ZNF35" "Zfp105"
"15267" "ZBTB5" "Zbtb5"
"15268" "ALDH8A1" "Aldh8a1"
"15269" "KIAA1143" "1110059G10Rik"
"15270" "SCAMP3" "Scamp3"
"15271" "LIMD1" "Limd1"
"15272" NA "Gm7168"
"15273" "POLR1E" "Polr1e"
"15274" NA "Gm7356"
"15275" NA "1700020N01Rik"
"15276" "DACT2" "Dact2"
"15277" "USP31" "Usp31"
"15278" "BRIP1" "Brip1"
"15279" "SACM1L" "Sacm1l"
"15280" "EGR2" "Egr2"
"15281" NA "H2-M9"
"15282" "DNAJC5G" "Dnajc5g"
"15283" "PDCD2L" "Pdcd2l"
"15284" NA "H2-M1"
"15285" NA "Gm10797"
"15286" "TRIM54" "Trim54"
"15287" "ACADVL" "Acadvl"
"15288" "ADO" "Ado"
"15289" "RGS2" "Rgs2"
"15290" "NXPH1" "Nxph1"
"15291" "SCNN1G" "Scnn1g"
"15292" "PTPRB" "Ptprb"
"15293" NA "H2-M10.5"
"15294" "TIA1" "Tia1"
"15295" NA "H2-M10.6"
"15296" "RGS13" "Rgs13"
"15297" "EPCAM" "Epcam"
"15298" "UCN" "Ucn"
"15299" "SCNN1B" "Scnn1b"
"15300" "MPV17" "Mpv17"
"15301" "FBXO10" "Fbxo10"
"15302" "SLC6A20" "Slc6a20b"
"15303" "IGSF9" "Igsf9"
"15304" "MSH2" "Msh2"
"15305" "NFIX" "Nfix"
"15306" "RTCA" "Rtca"
"15307" "COG7" "Cog7"
"15308" "SLC6A20" "Slc6a20a"
"15309" "KCNMB4" "Kcnmb4"
"15310" NA "Tomm5"
"15311" "DBT" "Dbt"
"15312" "KCNK12" "Kcnk12"
"15313" "FRMPD1" "Frmpd1"
"15314" "CNOT2" "Cnot2"
"15315" NA "Rpl36-ps4"
"15316" "GPI" "Gpi1"
"15317" "MSH6" "Msh6"
"15318" "TEX2" "Tex2"
"15319" "CCR9" "Ccr9"
"15320" "LRRC39" "Lrrc39"
"15321" NA "Gm29609"
"15322" NA "Rpl7a-ps5"
"15323" "SLC8A1" "Slc8a1"
"15324" "LYL1" "Lyl1"
"15325" "LZTFL1" "Lztfl1"
"15326" "GTF3C2" "Gtf3c2"
"15327" "TRMT13" "Trmt13"
"15328" "DAND5" "Dand5"
"15329" "INTS2" "Ints2"
"15330" "GADD45GIP1" "Gadd45gip1"
"15331" "RAD23A" "Rad23a"
"15332" "TRMT10B" "Trmt10b"
"15333" "ZNRF4" "Znrf4"
"15334" "RGS1" "Rgs1"
"15335" "TINCR" "Tincr"
"15336" "SAFB2" "Safb2"
"15337" "CALR" "Calr"
"15338" "SASS6" "Sass6"
"15339" "SIRPB1" "Sirpa"
"15340" "SIRPA" "Sirpa"
"15341" "SIRPG" "Sirpa"
"15342" "FARSA" "Farsa"
"15343" "RGS21" "Rgs21"
"15344" "TAGLN2" "Tagln2"
"15345" "EXOSC3" "Exosc3"
"15346" "MED13" "Med13"
"15347" "DCAF10" "Dcaf10"
"15348" "CXCR6" "Cxcr6"
"15349" "RGS18" "Rgs18"
"15350" NA "Mmp10"
"15351" "C2orf42" "C87436"
"15352" "GGA2" "Gga2"
"15353" "SYCE2" "Syce2"
"15354" "MMP8" "Mmp8"
"15355" "RNFT1" "Rnft1"
"15356" "BRINP3" "Brinp3"
"15357" "MFSD14A" "Mfsd14a"
"15358" "SLC25A52" "Slc25a51"
"15359" "SLC25A51" "Slc25a51"
"15360" "SHB" "Shb"
"15361" "GCDH" "Gcdh"
"15362" "MMP27" "Mmp27"
"15363" "SAFB" "Safb"
"15364" "RPS6KB1" "Rps6kb1"
"15365" NA "Gm43191"
"15366" "SLC35A3" "Slc35a3"
"15367" "MMP1" "Mmp1a"
"15368" "JRKL" "Jrkl"
"15369" NA "Phxr4"
"15370" "CCDC82" "Ccdc82"
"15371" "CFAP45" "Cfap45"
"15372" "ALDH1B1" "Aldh1b1"
"15373" "KLF1" "Klf1"
"15374" "LIMCH1" "Limch1"
"15375" "IGFBPL1" "Igfbpl1"
"15376" "DNASE2" "Dnase2a"
"15377" "AGL" "Agl"
"15378" NA "Stra6l"
"15379" "IP6K2" "Ip6k2"
"15380" "PCBP1" "Pcbp1"
"15381" "ASPRV1" "Asprv1"
"15382" "EARS2" "Ears2"
"15383" "MXD1" "Mxd1"
"15384" "MAST1" "Mast1"
"15385" "NCKIPSD" "Nckipsd"
"15386" "RPL36" "Rpl36"
"15387" NA "Snrnp27"
"15388" "VSIG8" "Vsig8"
"15389" "LONP1" "Lonp1"
"15390" "PDYN" "Pdyn"
"15391" "TUBD1" "Tubd1"
"15392" "CELSR3" "Celsr3"
"15393" "ENTPD8" "Entpd8"
"15394" "SLAMF8" "Slamf8"
"15395" "GMCL1" "Gmcl1"
"15396" "GMCL2" "Gmcl1"
"15397" NA "Fcrl6"
"15398" "CATSPERD" "Catsperd"
"15399" "DUSP23" "Dusp23"
"15400" "MYRFL" "Myrfl"
"15401" "CRP" "Crp"
"15402" "CCDC180" "Ccdc180"
"15403" "PDE5A" "Pde5a"
"15404" "APCS" "Apcs"
"15405" NA "G430095P16Rik"
"15406" NA "Apela"
"15407" "UBFD1" "Ubfd1"
"15408" "STK35" "Stk35"
"15409" "RANBP3" "Ranbp3"
"15410" "ANXA4" "Anxa4"
"15411" "PHLPP2" "Phlpp2"
"15412" "PLA2G4A" "Pla2g4a"
"15413" "TDRD7" "Tdrd7"
"15414" "LATS1" "Lats1"
"15415" "TGM3" "Tgm3"
"15416" NA "Gm6096"
"15417" "NDUFAB1" "Ndufab1"
"15418" "ZC3H12D" "Zc3h12d"
"15419" "MARVELD3" "Marveld3"
"15420" "NOXA1" "Noxa1"
"15421" "TMEM89" "Tmem89"
"15422" "TAB2" "Tab2"
"15423" "VMP1" "Vmp1"
"15424" "UQCRC1" "Uqcrc1"
"15425" "TAT" "Tat"
"15426" "TMOD1" "Tmod1"
"15427" "LSM14A" "Lsm14a"
"15428" "FABP2" "Fabp2"
"15429" NA "Rps12"
"15430" "CHST4" "Chst4"
"15431" "C4orf3" "1810037I17Rik"
"15432" "USP53" "Usp53"
"15433" "PTRH2" "Ptrh2"
"15434" "ZNF23" "Zfp612"
"15435" "VMAC" "Vmac"
"15436" "NDUFA11" "Ndufa11"
"15437" "CLTC" "Cltc"
"15438" "TSTD2" "Tstd2"
"15439" "CALB2" "Calb2"
"15440" "SLC18B1" "Slc18b1"
"15441" "NRTN" "Nrtn"
"15442" "SLC26A6" "Slc26a6"
"15443" "DUS3L" "Dus3l"
"15444" "NRARP" "Nrarp"
"15445" "FCER1A" "Fcer1a"
"15446" "TOR4A" "Tor4a"
"15447" NA "Mptx2"
"15448" "CMTR2" "Cmtr2"
"15449" "ACKR1" "Ackr1"
"15450" "KCTD15" "Kctd15"
"15451" "BRF2" "Brf2"
"15452" NA "Vnn3"
"15453" "PTGS2" "Ptgs2"
